Case,Cycle,temp_mold_init,temp_mold_final_sim,temp_mold_final_real,Error_mold,temp_gob_init,temp_gob_final_sim,temp_gob_final_real,Error_gob
7,10,400.8103838,400.414797428663,400.4670523,-0.0522548713369133,1100,991.962945994025,992.5018531,-0.538907105975113
7,11,400.4670523,400.07552302275,400.12565,-0.0501269772501587,1100,991.656831979632,992.4564316,-0.799599620367758
7,12,400.12565,399.73816171374,399.7861773,-0.0480155862599076,1100,991.351665329153,992.4099931,-1.05832777084743
7,13,399.7861773,399.402713783659,399.4486002,-0.0458864163411477,1100,991.047459450353,992.3625839,-1.31512444964733
7,14,399.4486002,399.069145521707,399.1128832,-0.0437376782934393,1100,990.744197002203,992.3144022,-1.57020519779667
7,15,399.1128832,398.737421736108,398.7790441,-0.0416223638924862,1100,990.441859156688,992.2654114,-1.82355224331184
7,16,398.7790441,398.40755990101,398.447029,-0.0394690989899686,1100,990.140475098031,992.2158563,-2.07538120196909
7,17,398.447029,398.07950664435,398.1168399,-0.0373332556500259,1100,989.840009330089,992.1658867,-2.32587736991093
7,18,398.1168399,397.75326382859,397.7884453,-0.0351814714102829,1100,989.540476765258,992.115419,-2.57494223474157
8,1,403.9979072,403.69896349632,403.7269753,-0.0280118036797035,1100,993.72680808879,992.9351254,0.79168268878982
8,2,403.7269753,403.431104423061,403.4578185,-0.0267140769389584,1100,993.488476237616,992.8533162,0.635160037615719
8,3,403.4578185,403.165004472104,403.1904501,-0.025445627896147,1100,993.251226881529,992.7992609,0.451965981528815
